Record Id,Universities Owner.id,Universities Name,Universities Code,Vendor Name.id,Universities Active,Manufacturer,Universities Category,Sales Start Date,Sales End Date,Support Start Date,Support End Date,Created By.id,Modified By.id,Created Time,Modified Time,Unit Price,Commission Rate,Tax,Usage Unit,Qty Ordered,Quantity in Stock,Reorder Level,Handler.id,Quantity in Demand,Description,Taxable,Currency,Exchange Rate,Layout.id,Tag,Universities Image,Do they see financial docs before visa letter,Do they wish to see financial docs before offer,Do they ask for deposit before visa letter,Do they ask for deposit of conditional offer,City,Address,Country,State,Switchboard No,Post Code,AEC's Account Manager,Application Process Type,AEC's Account Manager Mobile,AEC's Account Manager Email,International Manager Phone,Contract valid till,International Manager Name,Accounts Executive Name (to claim commission),International Manager Email,Do they need SOP for applications,Accounts Executive Phone,Accounts Executive Email,Do they take an interview before releasing offer,Do they need LOR for every application,Any other useful contact,University Website,University Turnaround Time for decisions (in days),Do they take an interview before visa letter,Do they accept appointment of agent,Do they accept Change of Agent,Processed Through,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,THE World Ranking (Latest),QS World Ranking (Latest),National Ranking,Established In,Total International Students,Total number of students,Type of University,Application Fee,Do they issue Conditional Offers,Is Lateral Entry Allowed,Total Staff,On Campus Accommodation available,Latitude Longitude,Address 2,Please enter the details of scholarships available,Notable Alumni (just names and designation / role),Affiliations,Rankings - Miscellaneous,Number of Campus,Campus Size (in Acres),Location of Campus,Which Tier,Record Status,Locked
zcrm_3554776000000281099,zcrm_3554776000000178021,a,,,true,,,,,,,zcrm_3554776000000178021,zcrm_3554776000000178021,2018-10-19 17:07:31,2018-10-19 17:07:31,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.a.com,,,,,,,2019-08-11 00:01:32,,,,,,,,,,,,,,,,,,,,,,,,,Available,false
zcrm_3554776000000614103,zcrm_3554776000000575001,DIT University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-02-09 14:25:13,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Dehradun,,India,Uttarakhand,,,,,,,,,,,,,,,,,,www.dituniversity.edu.in,,,,,,2022-02-09 14:25:13,2021-01-05 22:28:08,,,,,,,,,,,,,,,,,,,,,,,Uttarakhand,Tier 3,Available,false
zcrm_3554776000000614104,zcrm_3554776000000575001,Apex Professional University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-06-30 14:15:04,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Pasighat,,India,,,,,,,,,,,,,,,,,,,http://apexuniversity.ac.in/,,,,,,2021-06-30 14:15:04,2019-03-06 22:23:37,,,,,,,,,Private,,,,,,,,,,,,,,Arunachal Pradesh,Tier 3,Available,false
zcrm_3554776000000614105,zcrm_3554776000000575001,"ICFAI University, Tripura",,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000076522006,2018-11-20 14:56:25,2021-07-04 08:00:51,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,www.iutripura.edu.in,,,,,,2021-07-04 08:00:51,,,,,,,,,,,,,,,,,,,,,,,,"Agartala-Simna Road, P.O. Kamalghat, Mohanpur, Agartala, Tripura 799210",,Available,false
zcrm_3554776000000614106,zcrm_3554776000000575001,Arunachal University of Studies,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-06-30 14:19:29,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Namsai,,India,,,,,,,,,,,,,,,,,,,http://www.arunachaluniversity.ac.in/,,,,,,2021-06-30 14:19:29,,,,,,,2012,,,Private,,,,,,,,,,,,,,Arunachal Pradesh,Tier 3,Available,false
zcrm_3554776000000614107,zcrm_3554776000000575001,Arunodaya University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-06-30 14:20:41,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Papum Pare,,India,,,,,,,,,,,,,,,,,,,http://arunodayauniversity.ac.in,,,,,,2021-06-30 14:20:41,,,,,,,,,,Private,,,,,,,,,,,,,,Arunachal Pradesh,Tier 3,Available,false
zcrm_3554776000000614108,zcrm_3554776000000575001,Amity University Noida,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-01-22 15:52:34,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Noida,,India,Uttar Pradesh,,,,,,,,,,,,,,,,,,www.amity.edu,,,,,,2022-01-22 15:52:34,,,,,,,2005,,,Private,,,,,,,,,,,,,,Uttar Pradesh,Tier 2,Available,false
zcrm_3554776000000614109,zcrm_3554776000000575001,Himalayan University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-07-01 11:25:09,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Itanagar,,India,Arunachal Pradesh,,,,,,,,,,,,,,,,,,http://www.himalayanuniversity.com/,,,,,,2021-07-01 11:25:09,,,,,,,,,,,,,,,,,,,,,,,,Arunachal Pradesh,Tier 3,Available,false
zcrm_3554776000000614110,zcrm_3554776000000575001,ABV-Indian Institute of Information Technology & Management,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000076522006,2018-11-20 14:56:25,2021-07-04 08:56:43,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Gwalior,,India,,,,,,,,,,,,,,,,,,,http://www.iiitm.ac.in/,,,,,,2021-07-04 08:56:43,,,,,,,,,,,,,,,,,,,,,,,,"Morena Link Rd, IIITM Campus, Gwalior, Madhya Pradesh 474015",,Available,false
zcrm_3554776000000614111,zcrm_3554776000000575001,Babu Banarasi Das University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-06-30 15:04:05,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Lucknow,,India,,,,,,,,,,,,,,,,,,,www.bbdu.ac.in,,,,,,2021-06-30 15:04:05,,,,,,,2010,,,Private,,,,,,,,,,,,,,Uttar Pradesh,Tier 3,Available,false
zcrm_3554776000000614112,zcrm_3554776000000575001,North East Frontier Technical University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-07-02 14:05:33,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Aalo,,India,Arunachal Pradesh,,,,,,,,,,,,,,,,,,http://www.neftu.edu.in/,,,,,,2021-07-02 14:05:33,,,,,,,,,,,,,,,,,,,,,,,,Arunachal Pradesh,Tier 3,Available,false
zcrm_3554776000000614113,zcrm_3554776000000575001,The Indira Gandhi Technological & Medical Sciences University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000076522006,2018-11-20 14:56:25,2021-07-02 08:52:31,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,http://www.indiragandhiuniversity.in/,,,,,,2021-07-02 08:52:31,,,,,,,,,,,,,,,,,,,,,,,,"IGTAMSU SSB Gate Campus, Ziro, Lower Subansiri, Arunachal Pradesh, Ziro, Arunachal Pradesh 791120",,Available,false
zcrm_3554776000000614114,zcrm_3554776000000575001,GLA University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-01-21 15:47:43,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,www.gla.ac.in,,,,,,2022-01-21 15:47:43,,,,,,,,,,,,,,,,,,,,,,,,"17km Stone, NH-2, Mathura-Delhi Road Mathura, Chaumuhan, Uttar Pradesh 281406",Tier 1,Available,false
zcrm_3554776000000614115,zcrm_3554776000000575001,Delete,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-01-25 11:24:30,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Allahabad,,India,Uttar Pradesh,,,,,,,,,,,,,,,,,,http://www.shiats.edu.in/,,,,,,2022-01-25 11:24:30,,,,,,,,,,,,,,,,,,,,,,,,Uttar Pradesh,Tier 1,Available,false
zcrm_3554776000000614116,zcrm_3554776000000575001,Galgotias University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-07-01 10:30:11,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Noida,,India,Uttar Pradesh,,,,,,,,,,,,,,,,,,www.galgotiasuniversity.edu.in/,,,,,,2021-07-01 10:30:11,,,,,,,,,,,,,,,,,,,,,,,,Uttar Pradesh,Tier 3,Available,false
zcrm_3554776000000614117,zcrm_3554776000000575001,Venkateshwara Open University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-07-03 14:08:05,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Itanagar,,India,Arunachal Pradesh,,,,,,,,,,,,,,,,,,http://www.vou.ac.in/,,,,,,2021-07-03 14:08:05,,,,,,,,,,,,,,,,,,,,,,,,"Lekhi Village, Naharlagun, Distt. Papum Pare, Arunachal Pradesh-791110",Tier 3,Available,false
zcrm_3554776000000614118,zcrm_3554776000000575001,Academy of Maritime Education and Training (AMET),,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-01-22 15:46:28,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,http://www.ametuniv.ac.in/,,,,,,2022-01-22 15:46:28,,,,,,,,,,Private,,,,,,,,,,,,,,CHENNAI,Tier 2,Available,false
zcrm_3554776000000614119,zcrm_3554776000000575001,Assam Don Bosco University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-01-22 16:06:57,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Guwahati,,India,Assam,,,,,,,,,,,,,,,,,,http://www.dbuniversity.ac.in/,,,,,,2022-01-22 16:06:57,,,,,,,,,,Private,,,,,,,,,,,,,,Assam,Tier 2,Available,false
zcrm_3554776000000614120,zcrm_3554776000000575001,Assam Down Town University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-06-30 14:29:04,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Assam,,India,,,,,,,,,,,,,,,,,,,http://www.adtu.in/,,,,,,2021-06-30 14:29:04,,,,,,,,,,Private,,,,,,,,,,,,,,Assam,Tier 3,Available,false
zcrm_3554776000000614121,zcrm_3554776000000575001,IFTM University (Institute of Foreign Trade and Management),,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-01-22 18:22:39,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,www.iftmuniversity.ac.in,,,,,,2022-01-22 18:22:39,,,,,,,,,,,,,,,,,,,,,,,,"Delhi Road, NH-24 Moradabad, Lodhipur Rajput, Uttar Pradesh 244102",Tier 2,Available,false
zcrm_3554776000000614122,zcrm_3554776000000575001,Mahapurusha Srimanta Sankaradeva Viswavidyalaya,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-02-09 14:25:13,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Nagaon,,India,Assam,,,,,,,,,,,,,,,,,,http://mssv.co.in/,,,,,,2022-02-09 14:25:13,,,,,,,,,,,,,,,,,,,,,,,,Assam,Tier 3,Available,false
zcrm_3554776000000614123,zcrm_3554776000000575001,The Assam Kaziranga University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-07-03 12:21:54,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Jorhat,,India,Assam,,,,,,,,,,,,,,,,,,http://www.kazirangauniversity.in/,,,,,,2021-07-03 12:21:54,,,,,,,,,,,,,,,,,,,,,,,,"Koraikhowa, NH-37, Jorhat, Assam 785006",Tier 3,Available,false
zcrm_3554776000000614124,zcrm_3554776000000575001,Integral Uni.,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-01-24 12:15:37,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Lucknow,,India,Uttar Pradesh,,,,,,,,,,,,,,,,,,www.integraluniversity.ac.in,,,,,,2022-01-24 12:15:37,,,,,,,,,,Private,,,,,,,,,,,,,,"Integral University, Kursi Rd, Lucknow, Uttar Pradesh 226026",Tier 2,Available,false
zcrm_3554776000000614125,zcrm_3554776000000575001,Invertis University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-07-01 14:35:22,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Bareilly,,,Uttar Pradesh,,,,,,,,,,,,,,,,,,www.invertis.org,,,,,,2021-07-01 14:35:22,,,,,,,,,,,,,,,,,,,,,,,,Uttar Pradesh,Tier 3,Available,false
zcrm_3554776000000614126,zcrm_3554776000000575001,Teerthanker Mahaveer University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-07-03 12:17:05,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,Uttar Pradesh,,,,,,,,,,,,,,,,,,www.tmu.ac.in,,,,,,2021-07-03 12:17:05,,,,,,,,,,,,,,,,,,,,,,,,"Delhi Road, NH 24, Bagadpur, Uttar Pradesh 244001",Tier 2,Available,false
zcrm_3554776000000614127,zcrm_3554776000000575001,Amrita Vishwa Vidyapeetham,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-01-21 13:39:00,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,https://www.amrita.edu/,,,,,,2022-01-21 13:39:00,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,Tier 1,Available,false
zcrm_3554776000000614128,zcrm_3554776000000575001,Jagadguru Rambhadracharya Handicapped University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-02-09 14:25:13,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Lucknow,,India,Uttar Pradesh,,,,,,,,,,,,,,,,,,www.jrhu.com/,,,,,,2022-02-09 14:25:13,,,,,,,,,,,,,,,,,,,,,,,,Uttar Pradesh,Tier 3,Available,false
zcrm_3554776000000614129,zcrm_3554776000000575001,Dr. C.V. Raman University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-01-22 17:53:44,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Bilaspur,,India,Chhattisgarh,,,,,,,,,,,,,,,,,,http://cvru.ac.in/,,,,,,2022-01-22 17:53:44,,,,,,,,,,,,,,,,,,,,,,,,Chhattisgarh,Tier 2,Available,false
zcrm_3554776000000614130,zcrm_3554776000000575001,"ICFAI University, Raipur",,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-01-24 16:00:46,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,http://www.icfai.org/iuraipur.html,,,,,,2022-01-24 16:00:46,,,,,,,,,,,,,,,,,,,,,,,,"Village Chorha, Kumhari, Chhattisgarh 490042",Tier 3,Available,false
zcrm_3554776000000614131,zcrm_3554776000000575001,ITM University Raipur,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-07-01 14:38:38,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Raipur,,India,Chhattisgarh,,,,,,,,,,,,,,,,,,http://www.itmuniversity.org/,,,,,,2021-07-01 14:38:38,,,,,,,,,,,,,,,,,,,,,,,,Chhattisgarh,Tier 3,Available,false
zcrm_3554776000000614132,zcrm_3554776000000575001,Avinashilingam University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-01-22 16:14:55,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Coimbatore,,India,Tamil Nadu,,,,,,,,,,,,,,,,,,http://www.avinuty.ac.in/,,,,,,2022-01-22 16:14:55,,,,,,,,,,,,,,,,,,,,,,,,"Bharathi Park Rd, near Forest College Campus, Saibaba Colony, Coimbatore, Tamil Nadu 641043",Tier 2,Available,false
zcrm_3554776000000614133,zcrm_3554776000000575001,Kalinga University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-07-01 15:42:43,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Raipur,,India,Chhattisgarh,,,,,,,,,,,,,,,,,,http://www.kalingauniversity.ac.in/,,,,,,2021-07-01 15:42:43,,,,,,,,,,,,,,,,,,,,,,,,Chhattisgarh,Tier 3,Available,false
zcrm_3554776000000614134,zcrm_3554776000000575001,Maharishi University of Management and Technology,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-07-01 17:38:22,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Bilaspur,,India,Chhattisgarh,,,,,,,,,,,,,,,,,,http://www.mumt.com/index.jsp,,,,,,2021-07-01 17:38:22,,,,,,,,,,,,,,,,,,,,,,,,Chhattisgarh,Tier 3,Available,false
zcrm_3554776000000614135,zcrm_3554776000000575001,MATS University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000076522006,2018-11-20 14:56:25,2021-07-03 23:50:35,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Raipur,,India,Chhattisgarh,,,,,,,,,,,,,,,,,,http://www.matsuniversity.ac.in/,,,,,,2021-07-03 23:50:35,,,,,,,,,,,,,,,,,,,,,,,,"Aarang – Kharora, Highway, Arang, Chhattisgarh 493441",Tier 3,Available,false
zcrm_3554776000000614136,zcrm_3554776000000575001,O.P. Jindal University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-02-09 14:25:13,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Chandigarh,,India,Punjab,,,,,,,,,,,,,,,,,,http://www.opju.ac.in/,,,,,,2022-02-09 14:25:13,,,,,,,,,,,,,,,,,,,,,,,,Punjab,Tier 3,Available,false
zcrm_3554776000000614137,zcrm_3554776000000575001,Ahmadabad University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-06-30 12:11:52,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,http://www.ahduni.edu.in/,,,,,,2021-06-30 12:11:52,,,,,,,2009,,,Private,,,,,,,,,,,,,,Gujrat,Tier 3,Available,false
zcrm_3554776000000614138,zcrm_3554776000000575001,Amity University - Tehsil Tilda,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-06-30 13:00:56,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,http://amity.edu/raipur/,,,,,,2021-06-30 13:00:56,,,,,,,2014,,,Private,,,,,,,,,,,,,,Chhattisgarh,Tier 3,Available,false
zcrm_3554776000000614139,zcrm_3554776000000575001,Navrachana University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-07-02 12:26:15,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Vadodara,,India,Gujarat,,,,,,,,,,,,,,,,,,http://www.nuv.ac.in/,,,,,,2021-07-02 12:26:15,,,,,,,,,,,,,,,,,,,,,,,,Gujarat,Tier 3,Available,false
zcrm_3554776000000614140,zcrm_3554776000000575001,AURO University of Hospitality and Management,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-06-30 14:39:27,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Surat,,India,,,,,,,,,,,,,,,,,,,https://www.aurouniversity.edu.in/,,,,,,2021-06-30 14:39:27,,,,,,,2011,,,Private,,,,,,,,,,,,,,Gujrat,Tier 3,Available,false
zcrm_3554776000000614141,zcrm_3554776000000575001,Jaypee University Anoopshahr,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000076522006,2018-11-20 14:56:25,2021-07-04 07:30:21,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,http://www.jaypeeu.ac.in/,,,,,,2021-07-04 07:30:21,,,,,,,,,,,,,,,,,,,,,,,,"Anupshahr - Aligarh Rd, Anupshahar, Uttar Pradesh 203390",,Available,false
zcrm_3554776000000614142,zcrm_3554776000000575001,B.S.Abdur Rahman University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000076522006,2018-11-20 14:56:25,2021-07-04 11:08:50,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,http://www.bsauniv.ac.in/,,,,,,2021-07-04 11:08:50,,,,,,,,,,,,,,,,,,,,,,,,"Seethakathi Estate GST Road(Chennai-Trichy National Highway, NH45, Vandalur, Tamil Nadu 600048",,Available,false
zcrm_3554776000000614143,zcrm_3554776000000575001,Calorx Teacherâs University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-01-24 15:10:56,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,http://www.ctu.org.in/,,,,,,2022-01-24 15:10:56,,,,,,,,,,,,,,,,,,,,,,,,"Nr. Greenwood Lake Resort, Vaishno Devi Circle, Sardar Patel Ring Rd, Ognaj, Ahmedabad, Gujarat 382481",Tier 3,Available,false
zcrm_3554776000000614144,zcrm_3554776000000575001,Charotar University of Science & Technology,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-02-09 14:25:13,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,http://www.charusat.ac.in/,,,,,,2022-02-09 14:25:13,,,,,,,,,,,,,,,,,,,,,,,,"139, CHARUSAT Campus, Highway, Off, Nadiad - Petlad Rd, Changa, Gujarat 388421",,Available,false
zcrm_3554776000000614145,zcrm_3554776000000575001,BLDE UNIVERSITY,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000076522006,2018-11-20 14:56:25,2021-07-04 10:42:47,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,http://www.bldeuniversity.ac.in/,,,,,,2021-07-04 10:42:47,,,,,,,,,,,,,,,,,,,,,,,,"Bangaramma Sajjan Campus, Vijayapura, Karnataka 586103",,Available,false
zcrm_3554776000000614146,zcrm_3554776000000575001,C.U. Shah University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-06-30 16:21:39,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Wadhwan City,,India,Gujarat,,,,,,,,,,,,,,,,,,http://www.cushahuniversity.ac.in/,,,,,,2021-06-30 16:21:39,,,,,,,,,,,,,,,,,,,,,,,,Gujarat,Tier 3,Available,false
zcrm_3554776000000614147,zcrm_3554776000000575001,Dhirubhai Ambani Institute of Information and Communication Technology,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-01-22 17:44:28,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Gandhi Nagar,,India,Gujarat,,,,,,,,,,,,,,,,,,http://www.daiict.ac.in/daiict/index.html,,,,,,2022-01-22 17:44:28,,,,,,,,,,,,,,,,,,,,,,,,"Daiict college, Reliance Cross Rd, Gandhinagar, Gujarat 382007",Tier 2,Available,false
zcrm_3554776000000614148,zcrm_3554776000000575001,Banasthali Vidyapith,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-01-21 14:02:18,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,www.banasthali.org,,,,,,2022-01-21 14:02:18,,,,,,,,,,,,,,,,,,,,,,,,"Vanasthali Road, Dist, Vanasthali, Rajasthan 304022",Tier 1,Available,false
zcrm_3554776000000614149,zcrm_3554776000000575001,Ganpat University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-07-01 10:33:58,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Mehsana,,India,Gujarat,,,,,,,,,,,,,,,,,,http://www.ganpatuniversity.ac.in/,,,,,,2021-07-01 10:33:58,,,,,,,,,,,,,,,,,,,,,,,,Gujarat,Tier 3,Available,false
zcrm_3554776000000614150,zcrm_3554776000000575001,Indus University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-02-09 14:25:13,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Ahmedabad,,India,Gujarat,,,,,,,,,,,,,,,,,,http://www.indusuni.ac.in/,,,,,,2022-02-09 14:25:13,,,,,,,,,,,,,,,,,,,,,,,,Gujarat,Tier 3,Available,false
