Record Id,Universities Owner.id,Universities Name,Universities Code,Vendor Name.id,Universities Active,Manufacturer,Universities Category,Sales Start Date,Sales End Date,Support Start Date,Support End Date,Created By.id,Modified By.id,Created Time,Modified Time,Unit Price,Commission Rate,Tax,Usage Unit,Qty Ordered,Quantity in Stock,Reorder Level,Handler.id,Quantity in Demand,Description,Taxable,Currency,Exchange Rate,Layout.id,Tag,Universities Image,Do they see financial docs before visa letter,Do they wish to see financial docs before offer,Do they ask for deposit before visa letter,Do they ask for deposit of conditional offer,City,Address,Country,State,Switchboard No,Post Code,AEC's Account Manager,Application Process Type,AEC's Account Manager Mobile,AEC's Account Manager Email,International Manager Phone,Contract valid till,International Manager Name,Accounts Executive Name (to claim commission),International Manager Email,Do they need SOP for applications,Accounts Executive Phone,Accounts Executive Email,Do they take an interview before releasing offer,Do they need LOR for every application,Any other useful contact,University Website,University Turnaround Time for decisions (in days),Do they take an interview before visa letter,Do they accept appointment of agent,Do they accept Change of Agent,Processed Through,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,THE World Ranking (Latest),QS World Ranking (Latest),National Ranking,Established In,Total International Students,Total number of students,Type of University,Application Fee,Do they issue Conditional Offers,Is Lateral Entry Allowed,Total Staff,On Campus Accommodation available,Latitude Longitude,Address 2,Please enter the details of scholarships available,Notable Alumni (just names and designation / role),Affiliations,Rankings - Miscellaneous,Number of Campus,Campus Size (in Acres),Location of Campus,Which Tier,Record Status,Locked
zcrm_3554776000000614400,zcrm_3554776000000575001,D.A.V. University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-06-30 17:38:53,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Jalandhar,,India,Punjab,,,,,,,,,,,,,,,,,,http://davuniversity.org/,,,,,,2021-06-30 17:38:53,,,,,,,,,,,,,,,,,,,,,,,,Punjab,Tier 3,Available,false
zcrm_3554776000000614401,zcrm_3554776000000575001,Delete,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2022-01-25 11:30:39,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Kolkata,,India,West Bengal,,,,,,,,,,,,,,,,,,uem.edu.in/kolkata/index.php,,,,,,2022-01-25 11:30:39,,,,,,,,,,,,,,,,,,,,,,,,"University Area, Plot No. III – B/5, New Town, Action Area – III, Kolkata – 700 156",Tier 3,Available,false
zcrm_3554776000000614402,zcrm_3554776000000575001,Motilal Nehru National Institute of Technology,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-07-02 10:40:49,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Allahabad,,India,Uttar Pradesh,,,,,,,,,,,,,,,,,,www.mnnit.ac.in/,,,,,,2021-07-02 10:40:49,,,,,,,,,,,,,,,,,,,,,,,,Uttar Pradesh,Tier 1,Available,false
zcrm_3554776000000614403,zcrm_3554776000000575001,Desh Bhagat University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:25,2021-06-30 17:59:49,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Mandi Gobindnagarh,,India,Punjab,,,,,,,,,,,,,,,,,,http://www.deshbhagatuniversity.in/,,,,,,2021-06-30 17:59:49,,,,,,,,,,,,,,,,,,,,,,,,Punjab,Tier 2,Available,false
zcrm_3554776000000614404,zcrm_3554776000000575001,Indian School of Mines,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000076522006,2018-11-20 14:56:25,2021-07-04 07:45:16,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,http://www.ism.ac.in/,,,,,,2021-07-04 07:45:16,,,,,,,,,,,,,,,,,,,,,,,,"Police Line Road, Main Campus IIT (ISM, near Rani Bandh, Hirapur, Sardar Patel Nagar, Dhanbad, Jharkhand 826004",,Available,false
zcrm_3554776000000614507,zcrm_3554776000000575001,Indian Veterinary Research Institute,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-02-09 14:25:13,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Izatnagar,,India,Uttar Pradesh,,,,,,,,,,,,,,,,,,http://ivri.nic.in/,,,,,,2022-02-09 14:25:13,,,,,,,,,,,,,,,,,,,,,,,,Uttar Pradesh Izatnagar,Tier 1,Available,false
zcrm_3554776000000614508,zcrm_3554776000000575001,GNA University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2021-07-01 10:41:58,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Phagwara,,India,Punjab,,,,,,,,,,,,,,,,,,http://gna.university/,,,,,,2021-07-01 10:41:58,,,,,,,,,,,,,,,,,,,,,,,,Punjab,Tier 3,Available,false
zcrm_3554776000000614509,zcrm_3554776000000575001,Guru Kashi University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2021-07-01 11:08:26,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Talwandi Sabo,,India,Punjab,,,,,,,,,,,,,,,,,,http://www.gurukashiuniversity.in/,,,,,,2021-07-01 11:08:26,,,,,,,,,,,,,,,,,,,,,,,,Punjab,Tier 3,Available,false
zcrm_3554776000000614510,zcrm_3554776000000575001,Mahrishi Panini Sanskrit Evam Vedic Vishwavidyalaya,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000076522006,2018-11-20 14:56:26,2021-07-03 23:59:57,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,mpsvvujjain.org/,,,,,,2021-07-03 23:59:57,,,,,,,,,,,,,,,,,,,,,,,,"Ujjain Dewas Rd, near Shivansh City, Shivansh City, Ujjain, Madhya Pradesh 456010",,Available,false
zcrm_3554776000000614511,zcrm_3554776000000575001,Jawaharlal Nehru Krishi Vishwa Vidyalaya,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2021-07-01 15:10:39,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Jabalpur,,India,Madhya Pradesh,,,,,,,,,,,,,,,,,,www.jnkvv.nic.in/,,,,,,2021-07-01 15:10:39,,,,,,,,,,,,,,,,,,,,,,,,Madhya Pradesh,Tier 3,Available,false
zcrm_3554776000000614512,zcrm_3554776000000575001,Delete,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-25 11:24:40,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,snu.edu.in,,,,,,2022-01-25 11:24:40,,,,,,,,,,,,,,,,,,,,,,,,"NH91, Tehsil Dadri, Greater Noida, Uttar Pradesh 201314",,Available,false
zcrm_3554776000000614513,zcrm_3554776000000575001,"ICFAI University, Hyderabad",,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000076522006,2018-11-20 14:56:26,2021-07-04 08:02:30,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,www.icfaiuniversity.in/,,,,,,2021-07-04 08:02:30,,,,,,,,,,,,,,,,,,,,,,,,"19/3, Metro Kanakapura Main Road, Metro Kanakapura Main Road, Bengaluru, Karnataka 560062",,Available,false
zcrm_3554776000000614514,zcrm_3554776000000575001,Delete,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-25 10:58:24,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Mumbai,,India,,,,,,,,,,,,,,,,,,,http://www.igidr.ac.in/,,,,,,2022-01-25 10:58:24,,,,,,,,,,,,,,,,,,,,,,,,"Gen General Arun Kumar Vaidya Marg, Film City Rd, IGIDR, Goregaon, Mumbai, Maharashtra 400065",Tier 1,Available,false
zcrm_3554776000000614515,zcrm_3554776000000575001,Jiwaji University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-22 11:06:08,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Gwalior,,India,Madhya Pradesh,,,,,,,,,,,,,,,,,,www.jiwaji.edu/,,,,,,2022-01-22 11:06:08,,,,,,,1964,,,,,,,,,,,,,,,,,Madhya Pradesh,Tier 1,Available,false
zcrm_3554776000000614516,zcrm_3554776000000575001,Lovely Professional University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2021-07-01 16:50:01,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,"Phagwara, Kapurthala District",,India,Punjab,,,,,,,,,,,,,,,,,,http://www.lpu.in/,,,,,,2021-07-01 16:50:01,,,,,,,,,,,,,,,,,,,,,,,,Punjab,Tier 3,Available,false
zcrm_3554776000000614517,zcrm_3554776000000575001,Rayat Bahra University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2021-07-02 17:49:27,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Tehsil Kharar,,India,Punjab,,,,,,,,,,,,,,,,,,http://www.rayatbahra.com/,,,,,,2021-07-02 17:49:27,,,,,,,,,,,,,,,,,,,,,,,,Punjab,Tier 3,Available,false
zcrm_3554776000000614518,zcrm_3554776000000575001,Institute of Chemical Technology,,,true,,,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-02-09 14:25:13,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,"Matunga, Mumbai",,India,Maharashtra,,,,,,,,,,,,,,,,,,http://www.ictmumbai.edu.in/,,,,,,2022-02-09 14:25:13,,,,,,,2008,,,,,,,,,,,,,,,,,Maharashtra,Tier 1,Available,false
zcrm_3554776000000614519,zcrm_3554776000000575001,Maharishi Mahesh Yogi Vedic Vishwavidyalaya,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000076522006,2018-11-20 14:56:26,2021-07-04 00:06:21,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Jabalpur,,India,Madhya Pradesh,,,,,,,,,,,,,,,,,,www.mmyvv.com/index.jsp,,,,,,2021-07-04 00:06:21,,,,,,,,,,,,,,,,,,,,,,,,"Brahmsthan Karaundi, Umariyapan, Katni, Madhya Pradesh 483332",Tier 3,Available,false
zcrm_3554776000000614520,zcrm_3554776000000575001,"Shobhit University, Meerut",,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000076522006,2018-11-20 14:56:26,2021-07-02 16:25:00,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,www.shobhituniversity.ac.in,,,,,,2021-07-02 16:25:00,,,,,,,,,,,,,,,,,,,,,,,,"NH 58, Modipuram, Meerut, Uttar Pradesh 250110",,Available,false
zcrm_3554776000000614521,zcrm_3554776000000575001,Institute of Liver and Biliary Sciences,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-02-09 14:25:13,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Delhi,,India,New Delhi,,,,,,,,,,,,,,,,,,http://www.ilbs.in/,,,,,,2022-02-09 14:25:13,,,,,,,2010,,,,,,,,,,,,,,,,,New Delhi,Tier 1,Available,false
zcrm_3554776000000614522,zcrm_3554776000000575001,International Institute for Population Sciences,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-24 12:16:45,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Mumbai,,India,Maharashtra,,400088,,,,,,,,,,,,,,,,www.iipsindia.org/,,,,,,2022-01-24 12:16:45,,,,,,,,,,,,,,,,,,,,,,,,Maharashtra,Tier 2,Available,false
zcrm_3554776000000614523,zcrm_3554776000000575001,Shri Ramswaroop Memorial University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2021-07-03 10:37:07,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Hadauri,,India,Uttar Pradesh,,,,,,,,,,,,,,,,,,srmu.ac.in,,,,,,2021-07-03 10:37:07,,,,,,,,,,,,,,,,,,,,,,,,"Village Hadauri, Post Tindola, Lucknow - Deva Road, Barabanki, Uttar Pradesh 225003",Tier 3,Available,false
zcrm_3554776000000614524,zcrm_3554776000000575001,Delete,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-25 11:08:43,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,www.mcu.ac.in/,,,,,,2022-01-25 11:08:43,,,,,,,,,,,,,,,,,,,,,,,,"B-38, Vikas Bhawan, Opp Dak Bhawan, Indira Press Complex, Zone-I, Maharana Pratap Nagar, Bhopal, Madhya Pradesh 462011",,Available,false
zcrm_3554776000000614525,zcrm_3554776000000575001,Mahatma Jyoti Rao Phoole University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-24 16:50:06,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,mjrpuniversity.ac.in/,,,,,,2022-01-24 16:50:06,,,,,,,,,,,,,,,,,,,,,,,,"Ram Nagar Ext, New Sanganer Rd, Sodala, Jaipur, Rajasthan 302019",Tier 3,Available,false
zcrm_3554776000000614526,zcrm_3554776000000575001,International Institute of Information Technology Bangalore,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-02-09 14:25:13,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Bangalore,,India,Karnataka,,,,,,,,,,,,,,,,,,http://www.iiitb.ac.in/,,,,,,2022-02-09 14:25:13,,,,,,,,,,,,,,,,,,,,,,,,Karnataka,Tier 1,Available,false
zcrm_3554776000000614527,zcrm_3554776000000575001,International Institute of Information Technology Hyderabad,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000076522006,2018-11-20 14:56:26,2021-07-04 07:37:46,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Hyderabad,,India,,,,,,,,,,,,,,,,,,,http://www.iiit.ac.in/,,,,,,2021-07-04 07:37:46,,,,,,,,,,,,,,,,,,,,,,,,"Professor CR Rao Rd, Gachibowli, Hyderabad, Telangana 500032",Tier 2,Available,false
zcrm_3554776000000614528,zcrm_3554776000000575001,Poornima University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2021-07-02 15:26:56,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Jaipur,,India,Rajasthan,,,,,,,,,,,,,,,,,,www.poornima.edu.in/,,,,,,2021-07-02 15:26:56,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,Tier 3,Available,false
zcrm_3554776000000614529,zcrm_3554776000000575001,"Shri Venkateshwara University, Tirupati",,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-22 14:27:59,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,http://www.svuniversity.ac.in/,,,,,,2022-01-22 14:27:59,,,,,,,,,,,,,,,,,,,,,,,,"SRI VENKATESWARA UNIVERSITY, Sri Padmavati Mahila Visvavidyalayam, Tirupati, Andhra Pradesh 517502",Tier 1,Available,false
zcrm_3554776000000614530,zcrm_3554776000000575001,Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-22 11:37:54,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Chitrakoot,,India,Madhya Pradesh,,,,,,,,,,,,,,,,,,www.mgcgvchitrakoot.com/,,,,,,2022-01-22 11:37:54,,,,,,,,,,,,,,,,,,,,,,,,Madhya Pradesh,Tier 1,Available,false
zcrm_3554776000000614531,zcrm_3554776000000575001,Sri Guru Granth Sahib World University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2021-07-03 11:03:46,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Chandigarh,,India,Punjab,,,,,,,,,,,,,,,,,,sggswu.org/,,,,,,2021-07-03 11:03:46,,,,,,,,,,,,,,,,,,,,,,,,Sri Guru Granth Sahib World University,Tier 3,Available,false
zcrm_3554776000000614532,zcrm_3554776000000575001,Jagadguru Sri Shivarathreeswara University (JSSU),,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000076522006,2018-11-20 14:56:26,2021-07-04 07:36:06,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,http://www.jssuni.edu.in/,,,,,,2021-07-04 07:36:06,,,,,,,,,,,,,,,,,,,,,,,,"Bannimantap Road, Sri Shivarathreeshwara Nagara, Bannimantap A Layout, Bannimantap, Mysuru, Karnataka 570015",,Available,false
zcrm_3554776000000614533,zcrm_3554776000000575001,Jagannath University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2021-07-01 14:52:58,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,Rajasthan,,,,,,,,,,,,,,,,,,www.jagannathuniversity.org/,,,,,,2021-07-01 14:52:58,,,,,,,,,,,,,,,,,,,,,,,,Rajasthanw,Tier 3,Available,false
zcrm_3554776000000614534,zcrm_3554776000000575001,Jain University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-02-09 14:25:13,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Bangalore,,India,Karnataka,,,,,,,,,,,,,,,,,,www.jainuniversity.ac.in/,,,,,,2022-02-09 14:25:13,,,,,,,2009,,,,,,,,,,,,,,,,,Karnataka,Tier 1,Available,false
zcrm_3554776000000614535,zcrm_3554776000000575001,Jain Vishva Bharati Institute,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-22 10:42:26,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,http://www.jvbi.ac.in/,,,,,,2022-01-22 10:42:26,,,,,,,1991,,,,,,,,,,,,,,,,,"Ladnun, Rajasthan 341306",Tier 1,Available,false
zcrm_3554776000000614536,zcrm_3554776000000575001,"Amity University, Jaipur",,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-22 15:52:17,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Jaipur,,India,Rajasthan,,,,,,,,,,,,,,,,,,http://amity.edu/jaipur/,,,,,,2022-01-22 15:52:17,,,,,,,2008,,,Private,,,,,,,,,,,,,,Rajasthan,Tier 2,Available,false
zcrm_3554776000000614537,zcrm_3554776000000575001,Bhagwant University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-24 15:01:02,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Ajmer,,India,Rajasthan,,,,,,,,,,,,,,,,,,www.bhagwantuniversity.com/,,,,,,2022-01-24 15:01:02,,,,,,,,,,Private,,,,,,,,,,,,,,Rajasthan,Tier 3,Available,false
zcrm_3554776000000614538,zcrm_3554776000000575001,Barkatullah University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-22 16:26:50,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Bhopal,,India,Madhya Pradesh,,,,,,,,,,,,,,,,,,www.bubhopal.nic.in/,,,,,,2022-01-22 16:26:50,,,,,,,,,,,,,,,,,,,,,,,,Madhya Pradesh,Tier 2,Available,false
zcrm_3554776000000614539,zcrm_3554776000000575001,Awadhesh Pratap Singh University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-22 16:19:48,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,Madhya Pradesh,,,,,,,,,,,,,,,,,,apsurewa.ac.in/,,,,,,2022-01-22 16:19:48,,,,,,,1968,,,,,,,,,,,,,,,,,"Sirmour Road, Ananthpur, Rewa, Madhya Pradesh 486003",Tier 2,Available,false
zcrm_3554776000000614540,zcrm_3554776000000575001,Career Point University - Kota,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2021-06-30 16:24:55,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Kota,,India,Rajasthan,,,,,,,,,,,,,,,,,,http://www.cpur.in/,,,,,,2021-06-30 16:24:55,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,Tier 3,Available,false
zcrm_3554776000000614541,zcrm_3554776000000575001,Dr. K.N. Modi University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-02-09 14:25:13,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Newai,,India,Rajasthan,,,,,,,,,,,,,,,,,,www.dknmu.org/,,,,,,2022-02-09 14:25:13,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,Tier 3,Available,false
zcrm_3554776000000614542,zcrm_3554776000000575001,Devi Ahilya Vishwavidyalaya,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-21 15:07:07,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Indore,,India,Madhya Pradesh,,452001,,,,,,,,,,,,,,,,www.dauniv.ac.in/,,,,,,2022-01-21 15:07:07,,,,,,,,,,,,,,,,,,,,,,,,Madhya Pradesh,Tier 1,Available,false
zcrm_3554776000000614543,zcrm_3554776000000575001,Janardan Rai Nagar Rajasthan Vidyapeeth University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2021-07-01 15:05:27,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Udaipur,,India,Rajasthan,,,,,,,,,,,,,,,,,,www.jrnrvu.edu.in/,,,,,,2021-07-01 15:05:27,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,Tier 1,Available,false
zcrm_3554776000000614544,zcrm_3554776000000575001,Geetanjali University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000076522006,2018-11-20 14:56:26,2021-07-04 08:29:56,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Udaipur,,India,Rajasthan,,,,,,,,,,,,,,,,,,www.geetanjaliuniversity.com,,,,,,2021-07-04 08:29:56,,,,,,,,,,,,,,,,,,,,,,,,"Hiranmagri Extension, Manwakhera, NH-8 Bypass, Near Eklingpura Chouraha, Udaipur, Rajasthan 313002",Tier 3,Available,false
zcrm_3554776000000614545,zcrm_3554776000000575001,Jawaharlal Nehru Centre for Advanced Scientific Research,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-22 11:00:04,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Bangalore,,India,Karnataka,,,,,,,,,,,,,,,,,,www.jncasr.ac.in/,,,,,,2022-01-22 11:00:04,,,,,,,,,,,,,,,,,,,,,,,,Karnataka,Tier 1,Available,false
zcrm_3554776000000614546,zcrm_3554776000000575001,Dr Babasaheb Ambedkar Technological University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-22 17:48:44,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,www.dbatuonline.com/,,,,,,2022-01-22 17:48:44,,,,,,,,,,,,,,,,,,,,,,,,"IIEC, Dr. Babasaheb Ambedkar Technological University, Lonere, Maharashtra 402103",Tier 2,Available,false
zcrm_3554776000000614547,zcrm_3554776000000575001,Jaypee Institute of Information Technology,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2021-07-01 15:19:23,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,Noida,,India,Uttar Pradesh,,,,,,,,,,,,,,,,,,www.jiit.ac.in/,,,,,,2021-07-01 15:19:23,,,,,,,,,,,,,,,,,,,,,,,,Uttar Pradesh,Tier 2,Available,false
zcrm_3554776000000614548,zcrm_3554776000000575001,Delete,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-25 10:53:41,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,www.homoeopathyuniversity.org/,,,,,,2022-01-25 10:53:41,,,,,,,,,,,,,,,,,,,,,,,,"10, 11 & 12, Ward No 36, Saipura, Sanganer, Jaipur, Rajasthan 302029",,Available,false
zcrm_3554776000000614549,zcrm_3554776000000575001,JSS University,,,true,,false,,,,,zcrm_3554776000000575001,zcrm_3554776000032513001,2018-11-20 14:56:26,2022-01-24 16:22:48,0.0,0.0,,,0.0,0.0,0.0,,0.0,,true,,,zcrm_3554776000000091009,,,,,,,,,India,,,,,,,,,,,,,,,,,,,www.jssuni.edu.in/,,,,,,2022-01-24 16:22:48,,,,,,,,,,,,,,,,,,,,,,,,"Bannimantap Road, Sri Shivarathreeshwara Nagara, Bannimantap A Layout, Bannimantap, Mysuru, Karnataka 570015",Tier 3,Available,false
